comid	hhbarcode	gender	age
1	1217	1	45
1	1218	1	22
1	1218	2	38
1	1218	2	17
1	1219	2	35
1	1220	1	20
1	1220	2	26
1	1220	2	29
1	1221	1	5
1	1221	1	7
1	1222	1	25
1	1222	1	56
1	1223	2	32
1	1224	1	25
1	1224	2	36
1	1225	2	40
1	1225	2	16
1	1226	2	38
1	1226	1	15
1	1227	2	20
1	1227	2	31
1	1228	1	20
1	1228	1	18
1	1229	1	46
1	1229	2	3
1	1229	1	2
1	1229	1	2
1	1230	2	20
1	1230	2	30
1	1230	2	25
1	1231	1	20
1	1232	1	28
1	1232	2	24
1	1233	2	37
1	1233	1	5
1	1234	1	20
1	1234	1	26
1	1235	2	41
1	1235	1	22
1	1236	1	15
1	1237	2	83
1	1237	2	58
1	1237	1	31
1	1238	2	21
1	1238	2	17
1	1238	2	14
1	1239	2	30
1	1239	1	20
1	1240	2	43
1	1240	2	7
1	1240	1	5
1	1240	2	20
1	1241	1	20
1	1241	1	30
1	1241	2	22
1	1242	2	38
1	1242	2	7
1	1243	2	30
1	1243	2	45
1	1243	1	55
1	1244	2	61
1	1244	2	65
1	1244	1	16
1	1245	1	21
1	1245	1	26
1	1245	2	35
1	1245	2	46
1	1246	2	38
1	1246	1	3
1	1247	2	12
1	1247	2	10
1	1247	2	8
1	1247	1	6
1	1247	1	17
1	1248	2	79
1	1249	2	29
1	1249	2	24
1	1249	1	22
1	1249	1	11
1	1250	1	57
1	1251	1	54
1	1251	2	38
1	1251	2	19
1	1252	1	37
1	1252	1	27
1	1252	1	21
1	1252	1	10
1	1252	1	7
1	1252	1	3
1	1252	2	7
1	1253	2	24
1	1253	1	25
1	1253	1	27
1	1254	1	52
1	1254	2	32
1	1254	1	22
1	1254	1	21
1	1254	1	18
1	1254	2	8
1	1254	2	6
1	1254	1	1
1	1255	2	25
1	1255	2	2
1	1255	2	5
1	1256	1	25
1	1256	2	22
1	1256	1	19
1	1256	2	15
1	1256	2	8
1	1256	1	3
1	1257	1	45
1	1257	2	30
1	1258	1	20
1	1258	1	19
1	1258	2	30
1	1258	2	12
1	1259	1	45
1	1259	1	18
1	1259	1	16
1	1259	2	14
1	1259	1	9
1	1259	2	4
1	1260	1	7
1	1260	2	3
1	1260	1	34
1	1261	1	20
1	1261	1	19
1	1261	2	30
1	1261	2	12
1	1262	1	52
1	1262	2	50
1	1262	2	23
1	1262	2	20
1	1262	1	26
1	1262	1	11
1	1262	1	3
1	1262	2	2
1	1262	2	1
1	1263	2	22
1	1264	2	19
1	1265	1	42
1	1265	2	31
1	1266	2	17
1	1267	1	21
1	1268	2	20
1	1269	1	17
1	1269	2	15
1	1269	2	8
1	1270	2	20
1	1271	1	19
1	1271	2	30
1	1271	1	19
1	1271	2	12
1	1272	1	21
1	1273	1	37
1	1273	1	19
1	1273	2	10
1	1274	2	18
1	1274	2	23
1	1274	2	45
1	1274	1	50
1	1275	1	52
1	1275	1	22
1	1276	1	52
1	1276	2	13
1	1277	1	75
1	1277	1	36
1	1277	1	35
1	1277	2	17
1	1277	2	14
1	1277	2	2
1	1278	2	45
1	1279	1	19
1	1280	2	48
1	1281	1	4
1	1281	1	3
1	1281	2	1
1	1281	1	70
1	1281	1	47
1	1282	1	19
1	1282	2	18
1	1282	2	21
1	1283	1	2
1	1283	2	5
1	1283	1	10
1	1283	1	22
1	1283	1	57
1	1283	2	20
1	1284	2	21
1	1284	1	4
1	1285	1	22
1	1285	1	75
1	1285	2	18
1	1285	2	22
1	1285	2	10
1	1286	2	31
1	1286	1	48
1	1286	2	6
1	1286	2	6
1	1286	1	2
1	1287	2	58
1	1287	1	17
1	1287	2	14
1	1287	2	11
1	1288	2	66
1	1288	2	16
1	1288	1	18
1	1288	1	14
1	1288	1	14
1	1289	1	34
1	1289	2	20
1	1289	1	20
1	1289	1	4
1	1290	1	40
1	1291	2	18
1	1292	2	52
1	1292	1	58
1	1292	1	20
1	1292	2	19
1	1293	1	50
1	1293	2	5
1	1293	2	2
1	1293	1	19
1	1294	1	28
1	1294	1	25
1	1294	2	19
1	1294	2	25
1	1294	2	20
1	1295	2	19
1	1295	1	58
1	1295	1	20
1	1295	2	28
1	1296	1	60
1	1296	2	12
1	1297	2	19
1	1297	2	17
1	1297	BLANK	48
1	1297	BLANK	5
1	1297	BLANK	8
1	1297	BLANK	2
1	1298	1	8
1	1299	2	73
1	1299	2	40
1	1299	2	21
1	1300	1	20
1	1300	1	22
1	1301	1	12
1	1301	1	9
1	1302	1	50
1	1302	2	40
1	1302	2	7
1	1302	1	5
1	1302	2	10
1	1302	2	25
1	1302	2	17
1	1303	1	4
1	1303	1	6
1	1303	1	15
1	1303	2	8
1	1303	2	30
1	1303	1	42
1	1304	1	10
1	1304	2	11
1	1305	1	27
1	1305	1	3
1	1306	1	56
1	1306	1	19
1	1306	1	17
1	1306	1	14
1	1306	1	11
1	1306	1	8
1	1306	1	6
1	1306	1	2
1	1306	2	65
1	1306	1	19
1	1306	1	11
1	1306	2	27
1	1306	1	19
1	1306	2	15
1	1307	2	42
1	1308	2	25
1	1308	2	43
1	1308	1	46
1	1309	1	25
1	1310	1	5
1	1310	1	34
1	1310	2	17
1	1310	2	14
1	1311	1	39
1	1311	2	15
1	1311	1	12
1	1311	2	11
1	1311	2	12
1	1311	2	13
1	1311	1	25
1	1311	1	4
1	1311	1	4
1	1311	1	3
1	1311	2	26
1	1312	2	18
1	1313	2	13
1	1313	1	15
1	1313	1	18
1	1314	2	28
1	1315	1	43
1	1315	1	31
1	1315	1	26
1	1315	2	14
1	1315	2	8
1	1315	1	6
1	1315	1	32
1	1315	2	38
1	1316	1	12
1	1316	2	7
1	1316	2	5
1	1317	1	20
1	1317	2	15
1	1318	1	30
1	1318	1	4
1	1318	1	2
1	1319	1	20
1	1319	1	17
1	1319	2	14
1	1320	1	14
1	1320	2	17
1	1321	1	17
1	1321	2	13
1	1322	2	21
1	1322	2	45
1	1322	1	28
1	1323	2	49
1	1323	1	21
1	1323	2	17
1	1323	2	11
1	1323	2	8
1	1323	1	5
1	1323	1	1
1	1323	1	62
1	1324	1	9
1	1324	1	12
1	1324	2	7
1	1325	1	15
1	1325	2	13
1	1325	1	16
1	1326	2	27
1	1327	1	11
1	1327	2	9
1	1327	2	7
1	1328	1	20
1	1328	1	20
1	1328	2	26
1	1329	1	52
1	1329	1	20
1	1330	2	51
1	1330	2	8
1	1331	1	28
1	1331	1	17
1	1332	2	20
1	1333	2	21
1	1334	1	25
1	1334	1	15
1	1335	2	63
1	1335	2	45
1	1335	1	41
1	1335	1	25
1	1336	1	18
1	1336	1	5
1	1336	1	10
1	1336	2	24
1	1337	2	54
1	1337	1	2
1	1337	1	2
1	1337	2	14
1	1338	2	49
1	1338	1	19
1	1338	2	12
1	1338	1	8
1	1338	1	4
1	1338	BLANK	2
1	1339	2	32
1	1339	1	2
1	1339	1	6
1	1340	2	45
1	1341	2	54
1	1341	2	14
1	1341	1	8
1	1341	1	5
1	1341	2	6
1	1342	2	42
1	1342	1	18
1	1342	1	14
1	1342	2	7
1	1342	2	10
1	1343	2	42
1	1343	BLANK	15
1	1343	BLANK	12
1	1343	BLANK	8
1	1343	BLANK	5
1	1343	1	6
1	1344	2	43
1	1344	2	25
1	1344	2	19
1	1344	1	8
1	1345	1	21
1	1345	2	47
1	1346	1	8
1	1346	1	15
1	1346	1	28
1	1346	2	16
1	1346	2	13
1	1346	1	5
1	1347	2	45
1	1347	1	18
1	1347	1	16
1	1347	1	8
1	1347	1	5
1	1348	1	22
1	1348	2	47
1	1348	1	21
1	1349	2	45
1	1349	1	19
1	1349	1	12
1	1349	1	10
1	1349	2	11
1	1349	2	8
1	1349	2	4
1	1350	1	20
1	1350	2	16
1	1350	2	13
1	1351	1	17
1	1351	1	18
1	1351	2	28
1	1352	1	78
1	1352	1	18
1	1352	1	13
1	1352	2	15
1	1352	2	4
1	1353	1	14
1	1353	2	16
1	1354	2	17
1	1354	1	15
1	1354	1	13
1	1355	1	35
1	1355	1	45
1	1355	2	10
1	1355	1	2
1	1356	2	60
1	1356	1	45
1	1356	1	15
1	1356	2	20
1	1357	1	21
1	1357	2	19
1	1358	2	43
1	1358	2	22
1	1358	1	14
1	1358	1	12
1	1358	1	8
1	1359	1	30
1	1360	1	15
1	1360	2	13
1	1361	2	13
1	1361	2	15
1	1361	2	19
1	1362	1	15
1	1362	1	10
1	1362	2	6
1	1363	1	20
1	1363	1	18
1	1364	1	20
1	1364	2	17
1	1364	1	13
1	1365	1	19
1	1365	2	21
1	1365	2	15
1	1366	2	18
1	1366	1	12
1	1366	1	8
1	1366	1	8
1	1366	1	4
1	1366	1	2
1	1367	1	19
1	1367	1	20
1	1368	1	19
1	1368	1	15
1	1368	1	13
1	1369	1	17
1	1369	2	13
1	1370	2	49
1	1370	1	10
1	1371	2	26
1	1372	2	18
1	1373	2	18
1	1373	1	45
1	1373	2	30
1	1374	1	28
1	1374	1	26
1	1374	2	25
1	1374	2	20
1	1374	2	19
1	1375	2	40
1	1376	1	25
1	1376	1	11
1	1376	1	15
1	1377	2	48
1	1377	1	22
1	1377	1	18
1	1377	1	15
1	1377	2	8
1	1377	1	12
1	1377	1	13
1	1377	2	5
1	1377	2	14
1	1377	1	12
1	1378	2	45
1	1378	1	19
1	1378	1	17
1	1378	1	14
1	1378	1	11
1	1378	1	8
1	1378	1	6
1	1378	1	2
1	1378	1	0
1	1378	2	65
1	1378	1	19
1	1378	1	11
1	1378	2	27
1	1378	1	19
1	1378	2	15
1	1379	1	40
1	1379	1	20
1	1379	2	15
1	1379	2	26
1	1380	1	18
1	1380	2	16
1	1380	1	14
1	1380	2	10
1	1380	2	43
1	1381	2	42
1	1381	1	17
1	1381	1	11
1	1381	1	8
1	1381	1	8
1	1381	1	6
1	1381	1	4
1	1382	2	54
1	1382	2	12
1	1383	2	23
1	1383	2	31
1	1384	2	35
1	1384	1	26
1	1384	2	24
1	1385	2	20
1	1385	1	26
1	1386	1	28
1	1387	2	32
1	1387	2	12
1	1387	1	8
1	1387	1	4
1	1388	2	50
1	1388	1	12
1	1389	2	18
1	1389	1	19
1	1389	2	21
1	1390	2	38
1	1390	2	24
1	1390	1	20
1	1390	1	14
1	1390	2	12
1	1390	2	12
1	1390	1	6
1	1390	2	2
1	1391	2	42
1	1391	2	15
1	1391	1	13
1	1391	2	11
1	1391	1	8
1	1391	1	8
1	1391	1	8
1	1391	1	6
1	1391	1	3
1	1392	1	13
1	1392	1	15
1	1392	2	18
1	1392	1	8
1	1392	2	5
1	1392	2	12
1	1393	2	46
1	1393	1	28
1	1393	1	21
1	1393	2	17
1	1393	2	14
1	1393	2	7
1	1393	1	8
1	1394	2	42
1	1394	1	21
1	1394	1	17
1	1394	1	14
1	1395	2	30
1	1395	1	26
1	1395	1	17
1	1395	2	13
1	1396	2	38
1	1396	2	21
1	1396	2	15
1	1396	1	7
1	1396	1	2
1	1397	2	56
1	1397	BLANK	15
1	1397	BLANK	13
1	1397	BLANK	11
1	1397	BLANK	6
1	1397	1	6
1	1397	BLANK	8
1	1397	BLANK	5
1	1398	2	21
1	1398	2	16
1	1398	2	13
1	1399	2	38
1	1399	1	17
1	1399	1	14
1	1399	2	8
1	1399	BLANK	4
1	1400	1	16
1	1400	2	13
1	1401	1	16
1	1401	2	14
1	1401	2	45
1	1402	2	9
1	1402	1	6
1	1403	1	20
1	1404	1	13
1	1404	2	15
1	1405	1	11
1	1405	1	9
1	1405	2	5
1	1405	1	7
1	1406	1	35
1	1406	1	40
1	1407	2	52
1	1407	1	35
1	1408	2	30
1	1408	2	11
1	1408	2	7
1	1408	2	4
1	1409	2	28
1	1409	1	2
1	1409	2	17
1	1409	1	8
1	1410	1	35
1	1410	2	46
1	1410	2	30
1	1410	2	28
1	1410	2	16
1	1410	2	14
1	1410	2	10
1	1410	2	3
1	1410	2	2
1	1410	1	3
1	1411	2	52
1	1411	1	16
1	1411	1	15
1	1411	2	21
1	1411	1	17
1	1411	1	20
1	1411	1	37
1	1412	1	46
1	1412	2	29
1	1412	2	11
1	1412	2	3
1	1412	2	0
1	1412	2	2
1	1413	1	47
1	1413	2	32
1	1413	2	31
1	1413	2	10
1	1413	1	1
1	1413	1	0
1	1414	1	34
1	1414	1	25
1	1414	2	4
1	1415	1	60
1	1415	2	27
1	1415	2	25
1	1415	2	30
1	1415	2	15
1	1415	2	13
1	1415	2	10
1	1416	1	40
1	1416	2	18
1	1416	2	18
1	1416	1	15
1	1416	1	8
1	1416	2	7
1	1417	1	51
1	1417	2	14
1	1417	2	12
1	1417	1	6
1	1417	2	4
1	1417	2	0
1	1418	2	28
1	1418	2	23
1	1418	2	32
1	1418	2	1
1	1418	2	1
1	1418	2	2
1	1418	2	8
1	1419	2	55
1	1419	1	25
1	1419	1	13
1	1420	1	58
1	1420	2	41
1	1420	1	19
1	1420	2	17
1	1420	2	14
1	1421	2	27
1	1421	1	32
1	1421	2	13
1	1421	1	19
1	1422	1	52
1	1422	2	42
1	1422	2	20
1	1422	1	12
1	1422	2	28
1	1422	2	38
1	1423	1	68
1	1423	1	36
1	1423	1	29
1	1424	1	30
1	1424	2	2
1	1424	2	2
1	1425	2	47
1	1425	2	32
1	1425	1	24
1	1425	1	31
1	1425	1	27
1	1425	1	16
1	1425	1	19
1	1425	1	15
1	1425	1	9
1	1425	1	2
1	1425	1	7
1	1425	1	1
1	1426	1	36
1	1426	2	6
1	1427	1	28
1	1427	2	26
1	1427	1	20
1	1427	2	0
1	1428	2	35
1	1428	1	38
1	1428	2	15
1	1428	2	20
1	1428	2	10
1	1428	1	7
1	1429	2	33
1	1429	2	10
1	1429	1	8
1	1429	2	6
1	1429	2	1
1	1429	2	16
1	1430	2	48
1	1430	2	23
1	1430	1	4
1	1431	2	29
1	1431	2	8
1	1431	2	20
1	1432	2	45
1	1432	1	27
1	1432	2	24
1	1432	2	22
1	1432	1	21
1	1432	2	17
1	1432	1	4
1	1432	1	3
1	1432	2	1
1	1433	2	41
1	1433	2	28
1	1433	2	26
1	1433	1	16
1	1433	2	14
1	1433	2	13
1	1433	1	1
1	1434	2	58
1	1434	1	37
1	1434	2	26
1	1434	1	39
1	1434	1	6
1	1434	1	7
1	1434	2	5
1	1434	2	4
1	1435	2	34
1	1436	1	43
1	1436	2	58
1	1436	2	26
1	1436	1	39
1	1436	1	6
1	1436	1	7
1	1436	2	5
1	1436	2	4
1	1437	2	29
1	1437	2	26
1	1437	2	21
1	1437	1	20
1	1437	1	20
1	1437	1	13
1	1437	1	7
1	1437	2	4
1	1438	1	43
1	1439	2	17
1	1439	2	14
1	1439	2	10
1	1439	2	4
1	1439	2	3
1	1439	1	2
1	1439	1	4
1	1439	2	25
1	1439	2	32
1	1439	1	39
1	1440	2	31
1	1440	1	36
1	1440	1	43
1	1440	1	7
1	1440	1	6
1	1440	2	4
1	1441	2	21
1	1441	2	21
1	1441	1	21
1	1441	1	17
1	1441	1	15
1	1441	1	18
1	1442	2	31
1	1442	2	10
1	1442	2	7
1	1442	1	2
1	1443	1	25
1	1444	2	39
1	1444	2	41
1	1444	2	20
1	1444	1	11
1	1444	1	8
1	1444	2	60
1	1445	2	53
1	1445	2	16
1	1445	2	17
1	1446	2	26
1	1446	2	19
1	1446	1	29
1	1446	1	11
1	1446	2	48
1	1446	2	0
1	1447	1	54
1	1447	1	3
1	1447	1	4
1	1447	2	21
1	1447	2	20
1	1447	2	17
1	1447	1	26
1	1447	2	45
1	1447	2	1
1	1448	1	32
1	1448	2	13
1	1448	2	3
1	1448	2	1
1	1449	2	20
1	1449	2	15
1	1450	1	53
1	1450	2	48
1	1450	1	4
1	1451	1	45
1	1451	2	8
1	1451	2	5
1	1451	2	5
1	1451	1	2
1	1452	1	34
1	1452	2	17
1	1452	1	10
1	1452	2	8
1	1452	1	5
1	1452	2	0
1	1453	1	13
1	1453	2	5
1	1454	2	28
1	1454	2	20
1	1454	2	15
1	1454	1	52
1	1454	2	64
1	1455	1	38
1	1455	2	30
1	1455	2	12
1	1455	2	10
1	1455	1	1
1	1456	1	54
1	1456	2	45
1	1456	2	25
1	1456	2	20
1	1456	1	26
1	1456	1	4
1	1456	1	3
1	1456	2	1
1	1457	1	54
1	1457	2	45
1	1457	2	20
1	1457	1	26
1	1457	1	4
1	1457	2	18
1	1457	1	3
1	1457	2	1
1	1458	1	55
1	1458	2	11
1	1459	1	40
1	1459	2	12
1	1459	2	9
1	1459	2	4
1	1459	2	2
1	1460	1	36
1	1460	1	4
1	1460	1	3
1	1461	1	54
1	1461	1	26
1	1461	2	21
1	1461	1	18
1	1461	1	14
1	1461	1	38
1	1461	1	20
1	1461	1	6
1	1461	2	6
1	1462	1	47
1	1462	1	27
1	1462	1	29
1	1462	2	20
1	1462	2	7
1	1462	2	5
1	1462	1	1
1	1462	2	9
1	1462	2	5
1	1462	2	5
1	1462	1	2
1	1463	1	56
1	1463	2	47
1	1463	1	21
1	1463	2	16
1	1463	2	15
1	1464	1	29
1	1464	1	16
1	1465	2	18
1	1465	2	12
1	1466	1	64
1	1466	1	26
1	1466	2	13
1	1467	1	46
1	1467	1	0
1	1468	2	23
1	1468	2	22
1	1468	1	19
1	1468	2	16
1	1468	2	14
1	1468	1	9
1	1468	2	6
1	1468	2	3
1	1469	2	33
1	1469	1	40
1	1469	2	16
1	1469	1	19
1	1469	1	12
1	1469	1	12
1	1469	1	5
1	1470	1	5
1	1470	1	12
1	1471	1	43
1	1471	2	7
1	1471	2	1
1	1472	2	34
1	1472	2	15
1	1473	2	56
1	1473	1	23
1	1473	2	19
1	1473	1	17
1	1473	1	15
1	1473	2	8
1	1473	2	4
1	1473	1	30
1	1474	1	25
1	1474	2	22
1	1474	2	20
1	1475	1	28
1	1475	1	12
1	1475	2	5
1	1476	2	69
1	1476	1	35
1	1476	2	25
1	1476	2	20
1	1476	2	21
1	1476	1	11
1	1476	2	9
1	1476	1	1
1	1477	1	30
1	1477	1	2
1	1478	1	24
1	1478	2	21
1	1478	2	43
1	1478	2	6
1	1478	2	4
1	1478	1	2
1	1479	1	45
1	1479	2	39
1	1479	1	19
1	1479	1	9
1	1479	2	6
1	1479	1	5
1	1479	2	2
1	1480	1	33
1	1480	2	6
1	1480	2	4
1	1481	2	50
1	1481	2	23
1	1481	1	23
1	1481	2	20
1	1481	1	16
1	1481	2	14
1	1481	2	21
1	1481	1	20
1	1481	2	2
1	1482	1	39
1	1482	2	9
1	1482	2	1
1	1483	2	68
1	1483	1	54
1	1483	1	41
1	1483	1	20
1	1483	2	28
1	1483	1	26
1	1483	2	23
1	1483	1	19
1	1483	2	15
1	1483	2	14
1	1483	1	13
1	1483	1	8
1	1483	1	1
1	1483	1	16
1	1484	1	51
1	1484	2	25
1	1484	2	20
1	1484	2	15
1	1484	1	11
1	1484	2	6
1	1485	2	46
1	1485	2	18
1	1485	1	14
1	1485	2	24
1	1485	2	5
1	1485	2	2
1	1485	2	51
1	1486	2	48
1	1486	2	26
1	1486	2	22
1	1486	1	15
1	1487	1	62
1	1487	2	52
1	1487	1	21
1	1487	2	11
1	1487	1	9
1	1487	1	29
1	1488	1	28
1	1488	1	19
1	1488	2	26
1	1488	1	3
1	1489	1	52
1	1489	2	21
1	1489	1	22
1	1489	2	11
1	1489	2	30
1	1490	2	61
1	1490	1	21
1	1490	2	30
1	1490	2	23
1	1490	1	11
1	1490	2	5
1	1490	1	2
1	1490	1	7
1	1490	1	4
1	1490	2	1
1	1490	1	1
1	1490	1	42
1	1491	2	19
1	1491	2	15
1	1491	2	19
1	1491	2	11
1	1491	1	5
1	1492	2	26
1	1492	2	12
1	1492	2	9
1	1493	1	22
1	1493	2	19
1	1493	2	16
1	1493	2	17
1	1493	2	10
1	1493	2	7
1	1494	2	30
1	1494	2	16
1	1494	2	13
1	1494	2	6
1	1495	1	60
1	1495	2	29
1	1495	2	27
1	1495	1	25
1	1495	2	20
1	1495	1	18
1	1495	2	16
1	1495	2	4
1	1496	1	34
1	1496	2	17
1	1496	1	17
1	1496	1	16
1	1496	2	11
1	1497	1	34
1	1498	2	21
1	1498	1	19
1	1499	1	36
1	1499	1	21
1	1499	2	18
1	1499	1	5
1	1499	2	1
1	1500	2	18
1	1500	2	15
1	1500	2	13
1	1500	1	5
1	1500	1	1
1	1501	1	59
1	1501	2	24
1	1501	2	4
1	1501	1	22
1	1502	1	15
1	1502	1	11
1	1503	1	42
1	1503	2	30
1	1503	1	15
1	1503	2	12
1	1503	1	10
1	1503	2	16
1	1504	2	32
1	1504	2	38
1	1504	2	22
1	1504	1	6
1	1504	2	0
1	1504	2	3
1	1505	2	57
1	1506	2	67
1	1507	2	54
1	1507	2	36
1	1507	1	17
1	1507	2	4
1	1508	2	53
1	1508	1	18
1	1508	1	20
1	1508	1	28
1	1508	2	11
1	1508	1	9
1	1509	2	68
1	1509	2	32
1	1509	2	27
1	1509	1	72
1	1510	1	23
1	1510	1	21
1	1510	1	10
1	1511	1	42
1	1511	2	35
1	1511	1	22
1	1511	1	14
1	1511	2	11
1	1511	2	8
1	1512	2	66
1	1512	2	34
1	1513	1	48
1	1513	2	42
1	1513	2	26
1	1513	1	19
1	1513	2	15
1	1513	2	10
1	1514	2	23
1	1514	1	24
1	1514	2	2
1	1515	2	37
1	1515	2	13
1	1515	2	8
1	1515	2	5
1	1515	2	3
1	1516	2	29
1	1516	2	1
1	1517	2	40
1	1517	1	45
1	1517	2	3
1	1517	1	30
1	1518	1	37
1	1518	2	26
1	1518	2	25
1	1518	1	21
1	1518	2	12
1	1518	2	9
1	1518	2	3
1	1519	1	33
1	1519	1	21
1	1519	1	22
1	1519	2	8
1	1519	1	9
1	1520	2	60
1	1520	2	10
1	1520	1	3
1	1521	1	30
1	1521	1	10
1	1521	1	9
1	1521	2	2
1	1521	1	13
1	1522	1	35
1	1522	1	6
1	1522	2	1
1	1523	1	52
1	1523	2	18
1	1523	2	16
1	1523	2	8
1	1524	1	21
1	1525	2	23
1	1525	2	18
1	1525	2	17
1	1525	2	15
1	1525	1	3
1	1526	2	29
1	1526	1	26
1	1526	2	18
1	1526	1	5
1	1527	1	54
1	1527	2	50
1	1527	1	25
1	1527	1	28
1	1527	2	13
1	1528	1	30
1	1528	2	24
1	1528	1	19
1	1528	2	0
1	1529	1	47
1	1529	2	43
1	1529	2	16
1	1529	2	11
1	1529	2	12
1	1529	1	21
1	1530	2	48
1	1530	2	31
1	1530	1	29
1	1530	2	20
1	1530	1	17
1	1530	1	15
1	1530	1	12
1	1530	2	9
1	1531	1	20
1	1531	2	53
1	1531	2	70
1	1531	2	30
1	1532	2	50
1	1532	1	19
1	1532	2	17
1	1532	2	29
1	1532	1	12
1	1532	2	7
1	1532	2	1
1	1532	1	7
1	1533	2	5
1	1533	1	19
1	1533	2	15
1	1533	1	3
1	1534	2	39
1	1534	1	11
1	1534	1	15
1	1534	1	15
1	1534	2	4
1	1534	2	8
1	1534	2	18
1	1534	1	0
1	1535	2	65
1	1535	1	43
1	1535	2	39
1	1535	2	17
1	1535	1	15
1	1535	1	14
1	1535	1	11
1	1535	2	6
1	1535	1	0
1	1536	2	42
1	1536	1	21
1	1536	2	15
1	1536	1	18
1	1537	2	46
1	1537	1	21
1	1537	1	20
1	1537	2	14
1	1537	2	11
1	1537	2	11
1	1538	1	48
1	1538	2	37
1	1538	1	16
1	1538	2	15
1	1538	1	10
1	1538	1	9
1	1538	1	3
1	1539	1	48
1	1539	2	36
1	1539	2	14
1	1539	1	9
1	1539	2	6
1	1539	2	4
1	1539	1	2
1	1539	1	7
1	1540	2	45
1	1540	1	10
1	1540	1	8
1	1541	1	34
1	1541	2	8
1	1541	1	3
1	1542	1	40
1	1542	1	14
1	1542	2	10
1	1542	1	6
1	1542	1	3
1	1542	2	0
1	1543	1	52
1	1543	2	27
1	1543	2	17
1	1543	2	15
1	1543	2	11
1	1543	2	5
1	1543	2	3
1	1543	1	1
1	1543	2	9
1	1543	1	12
1	1544	1	48
1	1544	1	22
1	1544	1	22
1	1544	2	18
1	1544	2	10
1	1544	1	3
1	1545	2	56
1	1545	2	29
1	1545	1	25
1	1545	1	23
1	1545	2	20
1	1545	1	9
1	1546	1	49
1	1546	1	17
1	1546	1	15
1	1546	2	13
1	1546	1	11
1	1546	1	8
1	1546	1	1
1	1547	1	33
1	1547	1	14
1	1547	1	11
1	1548	2	26
1	1548	2	12
1	1548	1	11
1	1548	1	5
1	1548	2	1
1	1549	1	22
1	1549	2	16
1	1549	2	17
1	1549	2	10
1	1549	2	7
1	1549	2	18
1	1550	1	52
1	1550	1	22
1	1550	2	11
1	1550	2	30
1	1551	1	52
1	1551	2	42
1	1551	2	22
1	1551	2	16
1	1551	1	12
1	1551	2	9
1	1551	1	6
1	1552	2	21
1	1552	2	19
1	1552	2	23
1	1553	1	63
1	1553	2	18
1	1553	1	23
1	1553	2	15
1	1553	1	17
1	1553	1	21
1	1553	1	8
1	1553	2	12
1	1553	2	0
1	1553	1	25
1	1554	1	70
1	1554	2	90
1	1555	2	31
1	1555	2	29
1	1555	1	15
1	1555	1	14
1	1555	2	56
1	1555	2	74
1	1555	1	5
1	1555	1	3
1	1555	2	1
1	1556	2	31
1	1556	2	1
1	1556	2	56
1	1556	2	29
1	1556	1	15
1	1556	1	14
1	1556	2	74
1	1556	1	5
1	1556	1	3
1	1557	1	2
1	1557	1	27
1	1557	2	30
1	1557	2	31
1	1557	2	12
1	1557	2	2
1	1558	1	37
1	1559	2	69
1	1559	2	20
1	1559	1	20
1	1559	1	13
1	1559	1	12
1	1559	2	13
1	1559	2	0
1	1560	1	33
1	1560	2	51
1	1560	1	32
1	1560	2	28
1	1560	1	24
1	1560	2	16
1	1560	2	30
1	1560	1	10
1	1560	2	10
1	1560	2	3
1	1560	2	3
1	1560	1	3
1	1561	2	63
1	1561	1	29
1	1561	1	27
1	1562	2	63
1	1562	1	27
1	1562	1	25
1	1563	1	44
1	1563	2	40
1	1563	1	27
1	1563	2	17
1	1563	2	17
1	1563	2	4
1	1563	1	2
1	1564	2	27
1	1564	2	20
1	1564	1	26
1	1564	2	26
1	1564	2	10
1	1565	1	36
1	1565	2	0
1	1566	2	27
1	1566	2	30
1	1566	1	59
1	1566	2	19
1	1566	1	21
1	1566	2	7
1	1566	1	0
1	1566	2	0
1	1567	1	36
1	1567	2	45
1	1567	2	4
1	1567	1	13
1	1567	2	12
1	1567	2	12
1	1567	2	13
1	1567	1	22
1	1567	1	7
1	1567	1	9
1	1567	1	3
1	1568	1	64
1	1568	2	56
1	1568	2	24
1	1568	2	20
1	1568	1	13
1	1568	2	2
1	1568	2	0
1	1569	2	54
1	1569	2	24
1	1569	2	22
1	1569	1	10
1	1569	2	2
1	1569	1	14
1	1570	1	45
1	1570	2	16
1	1570	2	13
1	1570	2	8
1	1570	2	3
1	1571	2	49
1	1571	2	47
1	1571	2	36
1	1572	2	15
1	1572	2	10
1	1572	2	7
1	1572	2	2
1	1573	2	3
1	1573	1	8
1	1573	1	10
1	1573	2	23
1	1573	1	21
1	1573	1	18
1	1573	1	35
1	1574	1	19
1	1575	2	28
1	1575	2	25
1	1575	2	24
1	1575	1	21
1	1575	1	4
1	1575	1	3
1	1575	2	7
1	1576	2	52
1	1576	2	25
1	1576	2	22
1	1576	2	20
1	1576	1	13
1	1576	2	2
1	1576	2	0
1	1577	2	61
1	1578	2	15
1	1578	1	13
1	1578	1	9
1	1578	1	9
1	1578	2	7
1	1579	2	28
1	1579	1	0
1	1580	2	46
1	1580	1	54
1	1580	2	15
1	1580	1	20
1	1580	1	11
1	1580	2	5
1	1581	2	69
1	1581	1	79
1	1581	2	13
1	1581	1	13
1	1581	2	12
1	1581	1	20
1	1582	1	56
1	1582	2	48
1	1582	2	23
1	1582	1	8
1	1582	2	17
1	1582	2	95
1	1582	2	27
